job_id,industry_domain,job_title,job_desc_text,required_skills,soft_skills
5685,Big Data Engineer, Remote Hortonworks/Big Data Developer- Big Data Engineer,"remote hortonworks/big data developer- big data engineer required: 2 years of experience minimum must have an active secret clearance length of employment 3 years start date of dec. 1, 20018 location remote- but must be in one of the three metropolitan areas. philadelphia, pa or alexandria, va. (washington dc) or san antonio, tx minimum must have an active secret clearance this position is to support our proposal effort on this project with it takes top-notch people with in-depth experience at solving even the toughest problems. it takes a company where every individual is committed to being the best at what they do. and, it takes a streamlined organization that can react quickly to changing requirements. perhaps that is why a growing number of high-profile government and commercial clients have found that the talent, experience, and true cost efficiency usit offers makes us the smart choice. u.s. information technologies corporation (usit) is a leading us government contractor information technology solutions. our national workforce, brings extensive credentials to projects.. usit helps clients solve challenging it problems by leveraging industry best practices and our in-depth technology expertise. we have a simple win-win-win philosophy. usit offers its employees industry- leading training, benefits, and compensation plans, because we only want to attract and retain the best. you cant hire the best unless you treat them better than anyone else will. our consultants win because thats what we do. usit is looking for a hortonworks/big data developer to lead our team in support of our dla customer. must have experience as a hadoop big data engineer experience with hadoop-based technologies (cloudera or hortonworks) experience with devops process using git, maven and job scheduling using the control-m or ozzie ability to design hive data models using data modeling tools (erwin, visio) builds prototypes, and data models using python, spark, or scala architects and design data ingestion from sap hana, oracle and flat files into hadoop data lake develops architecture standards, best practices, design patterns works with testing team to analyze and fix the defects experience integrating big data solutions with sap technologies required: 2 years experience hadoop scala spark hortonworks agile cert from ic agile, pmi, or scrum alliance active clearance able to obtain it-ii from client pay rate 60 to 70 per hour 1099 contactor -may be flexible depending on experience fte (full-time employee) with benefits 60,000 to 70,000 - maybe flexible depending on experience usit is committed to creating a diverse environment and is proud to be an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. the statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. furthermore, they do not establish a contract for employment and are subject to change at the discretion of usit u.s. technologies","hadoop, big data engineer, cloudera, hortonworks, devops, git, maven, control-m, oozie, hive, data modeling, erwin, visio, python, spark, scala, sap hana, oracle, agile, integration with sap technologies","problem-solving, team leadership, communication"
5653,Big Data Engineer,Data Engineer - Digital Wealth,"blackrock helps investors build better financial futures. as a fiduciary to our clients, we provide the investment and technology solutions they need when planning for their most important goals. as of june 30, 2018, the firm managed approximately 6.3 trillion in assets on behalf of investors worldwide. for additional information on blackrock, please visit twitter: blackrock blog: linkedin: job description: the digital wealth platform and sales technology teams mission is to dramatically transform blackrocks current retail distribution strategy and performance around the globe, by enabling the sales team to deepen and expand their relationships with financial advisors home offices by leveraging data to provide thoughtful analytics and by delivering cutting edge technology tools applications to the sales force. the team currently consists of 150 people across the globe with primary locations in london, new york, princeton, san francisco, singapore and gurgaon. we are seeking a talented data engineering associate with strong data management and etl development skills to join our team. the candidate will work on all aspects of the data management process including the onboarding, acquisition, attribution, transformation and reporting of newly acquired data sets. opportunities to migrate existing data acquisition and onboarding processes to new / strategic sources and protocols also will be a priority. the work is expected to combine some project management and basic analysis and reporting in support of the teams overall goals to provide high-quality data that supports analytics and the sales process in a timely fashion. top technical / programming skills in particular python, hadoop (spark, hdfs, hive), sql and excel are a must. given the highly execution-focused nature of the work, the ideal candidate will roll up their sleeves to ensure that their projects meet deadlines and will always look for ways to optimize processes in future cycles. experience in project management and laying out and communicating a project schedule also are important. responsibilities: drive the onboarding and attribution of newly acquired data sets into our hadoop data environment; manage all aspects of the loading process; monitor attribution throughout the process with quality checks and push data out to subscribing target systems as appropriate. identify ways to optimize and solidify the various process cycles. identify, investigate and resolve data discrepancies by finding the root cause of issues. work with partners across various cross-functional teams to prevent future occurrences proactively look for opportunities to optimize the data loading structure and develop new approaches to improve the onboarding and integrity of the data. in a timely fashion, provide basic analysis, reporting and respond to inquiries asking for insights about the data sets from senior stakeholders. maintain a project management tracker and assist with the communication of the teams status and deliverables on a regular basis. qualifications: 4+ years of experience with manipulating large data sets, leveraging tools such as apache hadoop, hive, spark, pig, etc. 4+ years of experience with python or java 4-6 years of deep experience with sql database development including building data models deep experience in data flow (kafka, sqoop) and etl processes strong experience in large data management; onboarding, attribution, cataloging, documenting analytic ability to interpret data to help in strategic decision making experience with data analytics tools and/or libraries such as r, scala, pandas, tableau is a plus demonstrable problem-solving, quantitative, and analytical skills; strategic and creative thinking. working knowledge of industry-specific datasets: morningstar, bloomberg, salespage crm, albridge, discovery, brightscope, and market metrics local marketshare is a plus experience with financial markets, working knowledge of the asset management and/or financial services industry, preferred. solid proficiency in all microsoft office applications; expert excel skills. focused attention to detail and high standards for quality and accuracy in his/her work product. ability to clearly articulate and present ideas, both in writing and verbally, to senior management as well as outside audiences. exceptional project management skills with attention to detail and abilities to run a project from inception to delivery. able to work effectively under pressure and in a rapidly changing environment in order to meet deadlines. collaborative, team-oriented, service-oriented bachelors degree, preference for computer science, economics, finance or related fields preferred. blackrock is proud to be an equal opportunity and affirmative action employer. we evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law. we recruit, hire, train, promote, pay, and administer all personnel actions without regard to race, color, religion, sex (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), sex stereotyping (including assumptions about a persons appearance or behavior, gender roles, gender expression, or gender identity), gender, gender identity, gender expression, national origin, age, mental or physical disability, ancestry, medical condition, marital status, military or veteran status, citizenship status, sexual orientation, genetic information, or any other status protected by applicable law. we interpret these protected statuses broadly to include both the actual status and also any perceptions and assumptions made regarding these statuses. blackrock will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the law, including any applicable fair chance law.","python, apache hadoop, spark, hdfs, hive, sql, excel, project management, data flow (kafka, sqoop), etl processes, data analytics tools (r, scala, pandas, tableau), microsoft office applications, financial markets, morningstar, bloomberg, salespage crm, albridge, discovery, brightscope, market metrics","problem-solving skills, analytical skills, strategic thinking, creative thinking, attention to detail, quality orientation, communication skills, project management skills, ability to work under pressure, collaboration skills, service orientation"
5711,Big Data Engineer, Data Engineer,"the candidate must be knowledgeable in the big data domain and contribute to the creation of divisional standards and capabilities to meet business unit needs. assignments will range from consultative support and mentoring to hands on delivery to meet business objectives. candidate must flourish in a matrix managed environment and serve as a collocated ambassador for the divisional services within the business unit. key to success will be rapid business delivery by leveraging divisional standards and capabilities while applying good judgment when unique or evolving business needs require creative alternatives to meet the businesses objective. main responsibilities: partnering with data scientist to understand business objective and applying deep understanding of john hancock data to identify data needed to support use cases provide support for stitching data together and creating analytics base tables provide engineering and design support for hadoop/spark/ingestion tool based build, configuration, monitoring and supportability manage the data loading into hadoop, hive and various column store databases translate complex functional and technical requirements into detailed big data design solutions conformant to enterprise standards, architecture and technologies maintain security and data privacy participate in poc efforts to help build new hadoop/spark/hbase clusters test prototypes and oversee handover to operational teams monitor and tune the performance of the hadoop ecosystem monitor databases to ensure accurate and appropriate use of data and perform quality control of database activities troubleshoot and correct problems discovered in production and non-production platforms follow change management procedures and help to create policies and best practices for all database environments drive platform self-service through the creation maintenance and publishing of support documentation and procedures maintain involvement in continuous improvement of big data solution processes, tools and templates experience: experienced with the hadoop ecosystem and toolset hdfs, mapreduce, spark, pig/hive, hbase, nosql databases etc. 3 5 years experience supporting analytic environments and users experience using one or more of the following etl tools: nifi, informatica, ab initio or data stage experience developing data integrations for data ingestion, data mapping and data processing capabilities experience programming in both compiled languages (java, scala, or clojure or other jvm-based language) and scripting languages (php, python or ruby) experience working in a saas environment experience working in a cloud environment. azure preferred experience in designing solutions for multiple large data warehouses experience in database (sql/nosql) performance analysis, tuning and capacity planning experience in designing business intelligence systems, dashboards and analytical reporting is also a plus experience in database development (sql/stored procedures/nosql) performance tuning and capacity planning knowledge and skills: ability to write spark jobs analytical and problem solving skills, applied to big data domain ability to write high-performance, reliable and maintainable code demonstrated understanding of unstructured data designs knowledge of database scalability principles knowledge of bi tools such as sas, r, tableau, qlickview ability to work with development teams in an agile environment to develop new features and modify existing features with a design for the future mentality for the schema able to interact with client projects in cross-functional teams strong interpersonal, written and oral communication skills proven ability to effectively prioritize and execute tasks in a team-oriented, collaborative work place self-reliant and comfortable with a rapidly changing environment customer service orientation ability to assimilate new skills to support ability to adapt to new service needs as they arise key differentiator: strong experience in nifi process designs strong experience in data preparation processes about john hancock financial and manulife john hancock is a division of manulife financial corporation, a leading international financial services group that helps people achieve their dreams and aspirations by putting customers needs first and providing the right advice and solutions. we operate primarily as john hancock in the united states, and manulife elsewhere. we provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. assets under management and administration by manulife and its subsidiaries were over 1.04 trillion (us829.4 billion) as of december 31, 2017. manulife financial corporation trades as mfc on the tsx, nyse, and pse, and under 945 on the sehk. manulife can be found at manulife.com. one of the largest life insurers in the united states, john hancock supports approximately 10.7 million americans with a broad range of financial products, including life insurance, annuities, investments, 401(k) plans, and college savings plans. we also offer advice through signator, a network of independent financial advisors. additional information about john hancock may be found at johnhancock.com. agency submissions and contacts are by invitation only and must be initiated by john hancocks recruiting department only. unsolicited agency submissions will not be honored. john hancock is an equal opportunity employer - aa/f/m/d/v li-jh","big data domain knowledge, consultative support, data analytics, hadoop/spark/ingestion tools, data loading and management, big data design solutions, etl tools, programming languages (java, scala, clojure, php, python, ruby), saas and cloud environment experience, database performance analysis and tuning, database development (sql/nosql), bi tools (sas, r, tableau, qlikview), agile environment, spark job development, unstructured data designs","interpersonal skills, communication skills, prioritization, collaboration, adaptability, problem-solving, customer service orientation, self-reliance, ability to work in a changing environment, ability to learn new skills, decision-making skills, flexibility"
5474,Big Data Engineer, Big Data Software Engineer,"known for being a great place to work and build a career, kpmg provides audit, tax and advisory services for organizations in todays most important industries. our growth is driven by delivering real results for our clients. its also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. with qualities like those, its no wonder were consistently ranked among the best companies to work for by fortune magazine, consulting magazine, working mother magazine, diversity inc. and others. if youre as passionate about your future as we are, join our team. kpmg is currently seeking a temporary big data software engineer to join our advanced analytics organization. responsibilities: lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers work with kpmg industry experts to understand the needs and analytics use cases architect, develop, build, test, and deploy applications using iterative, and agile-like development processes translate advanced business analytics problems into technical approaches that yield actionable recommendations, in diverse domains such as risk management, product development, marketing research, supply chain and public policy architect and develop applications for cloud environments utilizing cloud computing services communicate results and educate others through insightful visualizations, presentations and demonstrations qualifications: a minimum of four years of software engineer experience; two years of experience with distributed computing and big data systems (such as hadoop, spark, hive, pig, storm, kafka), relational databases (rdbms), sql and nosql data stores bachelors degree in computer science, computer engineering, engineering, or related fields from an accredited college/university; masters degree from an accredited college/university preferred fluency in several programming languages such as python, java, or javascript, with the ability to pick up new languages and technologies quickly experience working within a cloud environment, azure preferred proficiency with git, jira, confluence and with linux/unix environments; proficiency with agile software development strong written and verbal communication skills, ability to work in dynamic team environments and multi-task effectively kpmg llp (the u.s. member firm of kpmg international) offers a comprehensive compensation and benefits package. kpmg is an equal opportunity employer. all qualified applicants are considered for employment without regard to race, color, creed, religion, age, sex/gender, national origin, ancestry, citizenship status, marital status, sexual orientation, gender identity or expression, disability, physical or mental handicap unrelated to ability, pregnancy, veteran status, unfavorable discharge from military service, genetic information, personal appearance, family responsibility, matriculation or political affiliation, status with regard to public assistance, or other legally protected status. kpmg maintains a drug-free workplace. kpmg will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable local, state or federal law (including san francisco ordinance number 131192). no phone calls or agencies please.","distributed computing, big data systems (hadoop, spark, hive, pig, storm, kafka), relational databases (rdbms), sql, nosql data stores, cloud computing services, programming languages such as python, java, javascript, git, jira, confluence, linux/unix environments, agile software development","written and verbal communication skills, dynamic team environments, multi-tasking"
5725,Big Data Engineer,Autumn Engineering Analyst,"company overview : resurety is a mission-driven organization solving the challenge of resource intermittency for renewable energy. we work in partnership with the worlds leading energy and risk management providers to enable renewable energy consumers and producers to manage the fuel risk of the present and future: the weather. as a high-growth, profitable company that has already supported over 3,500 mw of transactions, we are a small team making a big impact our culture is open and collaborative. we expect excellence from our team members and reward it with high ownership and flexibility. if youre a high-achiever with a passion for clean energy, then we look forward to receiving your application. position overview: as an autumn member of the engineering team, you will help us advance our analytical capabilities through advanced modeling, efficient software architecture, and high-quality implementation. key responsibilities: support the analysis and quality control of resuretys weather and market risk assessment engine continue the advancement of resuretys data analytics and visualization capabilities required qualifications: experience with the r language (secondary preference for matlab/python) knowledge of modeling, simulation, or data science major in computer science, engineering, applied math, geoscience, or a related field preferred qualifications: applied experience and demonstrated success in wind energy and/or power markets a passion for driving down the cost of energy from renewable sources details: travel: none commitment: up to 40 hours/week for a 10-week period beginning in september 2018 resurety, inc. is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation or any other characteristic protected by law.","r language, matlab, python, modeling, simulation, data science, data analytics, software architecture, quality control","collaboration, communication, analytical skills, passion for clean energy, high-achiever"
5617,Big Data Engineer, Sr. Data Warehouse Engineer,"who we are were amrock, the nations largest fintech provider of title insurance, valuations and closing services. were a preferred provider to nine of the top 10 mortgage lenders, delivering innovative solutions to streamline the real estate and mortgage financing experience for lenders, property owners and real estate professionals nationwide. our headquarters are in detroit, michigan, and our team members span across the u.s., with offices in california, ohio, pennsylvania and texas. what youll do/need the senior data warehouse engineer (dwe) is responsible for the full life cycle of back-end development of the data warehouse. the dwes responsibilities include the development of etl processes, dimensional design of the table structure, cube development for performance and database administration. this team member works closely with the business analyst to handle business requirements and develop processes necessary to provide visibility into the data via the centralized data warehouse and reporting platform. responsibilities design and support the database and table schemas for new and evolving sources of data being brought into the data warehouse create and support the etl to facilitate bringing data into the data warehouse using sql server integration services create and support the sql server analysis services cubes to help with query performance work closely with the front-end developers to ensure data that is being brought in and managed is clean, accurate, available and complete monitor and troubleshoot performance issues on the data warehouse servers follow the design principles and best practices defined by the team for data warehousing techniques and architecture participate in an on-call rotation and in production code pushes after regular business hours requirements associate or bachelors degree in computer science or equivalent work experience 5 years of experience with sql server 2005/2008/2012 t-sql coding 5 years of experience with sql server 2005/2008/2012 database administration 5 years of experience with sql server integration services (or a similar etl tool) 5 years of experience with sql server analysis services 5 years of programming experience (e.g., vbscript, .net) experience leading small project teams and mentoring others what youll get were not your typical corporate workplace. at amrock, we offer a unique, collaborative environment that inspires creativity and encourages teamwork. our team members make positive client experiences a priority, so we make our team members workplace experiences a priority. we take pride in making amrock a diverse, inclusive place to work for those who share our passion for helping make the real estate process faster and easier for everyone.","etl processes, dimensional design, cube development, database administration, sql server integration services, sql server analysis services, sql server 2005/2008/2012 t-sql coding, t-sql database administration, programming (e.g., vbscript, .net)","problem-solving, collaboration, communication, project management, mentoring"
5507,Big Data Engineer, Data & Reporting Engineer,"the data reporting engineer will expand the companys use of data as a strategic enabler of corporate goals and objectives. he or she will be responsible for strategically designing, developing, and implementing data models for enterprise-level applications and systems. this role is responsible for understanding and documenting data sources, usage and lineage for enterprise information. the data reporting engineer must drive the completion of projects within the established scope, while simultaneously planning for and managing unknown future bi requirements in a dynamic environment. the successful candidate must have a strong curiosity for answering questions with data, extreme attention to detail, no fear of incomplete or messy data. he or she will possess a work style that promotes progress through collaborative teamwork in a dynamic environment. the candidate must be enthusiastically committed to delivering world-class bi solutions, the highest levels of customer service, be committed to continual process, product and performance improvements, be able to communicate with confidence, clarity, and honesty, take initiative and assume ownership of a wide variety of systems, processes deliverables. the candidate will work closely with various functional teams to translate business requirements into optimized reporting systems and design/ develop appropriate dimensional modeling and presentation layers. duties and responsibilities: with minimal supervision work on a wide range of projects interfacing with development teams, business analysts, it management and members of the business units. translate business and technical requirements into robust, secure and scalable solutions. provide architectural solutions covering data structures, integration, security, governance, and retention. establish data blueprints, frameworks, standards and best practices. develop strategies and standards for data acquisition, governance, warehousing, archival/recovery, and destruction. participate in information meta-data strategy definitions. conduct data model reviews with project team members. ensure data strategies and architectures are in regulatory and security compliance. identify requirements, design, create, deploy, monitor and support bi dashboards and cubes to empower discovery and information-sharing for business partners utilize expertise in data modeling, etl architecture, and report design for department initiatives, and produce detailed documentation including data flow diagrams, logical diagrams, and physical diagrams as needed. qualifications: bachelors degree in computer sciences, information systems or related fields. 5+ years of intense technical experience in the areas of data architecture, data modeling, data management, data warehouse environment, understanding of warehouse design, data engineering and/or data governance. excellent communication (both written and verbal), interpersonal skills and experience in presenting to business and a technical team including executive management. extensive understanding of business intelligence and data warehousing concept. deep understanding of relational and dimensional database domains as well as extensive knowledge of it infrastructure, application programming, and web and software applications. strong background in master data management, metadata management, information lifecycle design, and development. understands the range of options and best practices for common etl design techniques such as change data capture, key generation, and optimization. strong analytical and troubleshooting skills. highly motivated self-starter, detail and quality oriented and ability to handle multiple competing priorities. must be a strong team player. knowledge of salesforce, marketo, adaptive planning, and netsuite database structure is a big plus. knowledge of mpp/columnar data warehouse solutions redshift ability to interpret analytical results into meaningful business terms and translate business needs into programming and data modeling a positive attitude and enthusiasm to get things done goes a long way creative approach to problem-solving ability to assist in the creation of functional and prepare technical specifications. must embrace learning and working with changing technology must exhibit advanced query and report writing skills. have advanced skills in analysis and report design for predictive, descriptive, and decision support models. extensive experience with data visualization tools such as tableau is highly desirable.","data architecture, data modeling, data management, data warehouse environment, data engineering, data governance, business intelligence, relational database, dimensional database, master data management, metadata management, etl design techniques, salesforce, marketo, adaptive planning, netsuite database, redshift, analytical skills, troubleshooting skills, query and report writing, data visualization tools such as tableau","attention to detail, curiosity for data, collaborative teamwork, commitment to quality and excellence, strong communication skills, initiative and ownership, problem-solving skills, enthusiasm, positive attitude, creativity, adaptability, time management, team player"
5532,Big Data Engineer,"Big Data Software Engineer, Senior Associate","innovate. collaborate. shine. lighthouse kpmgs center of excellence for advanced analytics has both applied data science, ai, and big data architecture capabilities. here, youll work with a diverse team of sophisticated data and analytics professionals to explore solutions for clients in a platform-diverse environment. this means your ability to find answers is limited only by your creativity in leveraging a vast array of techniques and tools. be a part of a high-energy, diverse, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. for you, that translates into the chance to work on a wide range of projects covering technologies and solutions from ai to optimization and the power to have a real impact in the business world. so, bring your creativity and pioneering spirit to kpmg lighthouse. kpmg is currently seeking a senior associate to join our kpmg lighthouse - center of excellence for advanced analytics. responsibilities: rapidly architect, design, prototype, and implement architectures to tackle the big data and data science needs for a variety of fortune 1000 corporations and other major organizations work in cross-disciplinary teams with kpmg industry experts to understand client needs and ingest rich data sources such as social media, news, internal/external documents, emails financial data, and operational data research, experiment, and utilize leading big data methodologies, such as hadoop, spark, redshift, netezza, sap hana, and microsoft azure implement and test data processing pipelines, and data mining / data science algorithms on a variety of hosted settings, such as aws, azure, client technology stacks, and kpmgs own clusters translate advanced business analytics problems into technical approaches that yield actionable recommendations, across multiple, diverse domains; communicate results and educate others through design and build of insightful visualizations, reports, and presentations develop skills in business requirement capture and translation, hypothesis-driven consulting, work stream and project management, and client relationship development qualifications: bachelors degree from an accredited college/university in computer science, computer engineering, or related field and minimum four years of big data experience with multiple programming languages and technologies; masters with 2 years of relevant experience; or phd with 1 year of relevant experience fluency in several programming languages such as python, scala, or java, with the ability to pick up new languages and technologies quickly; understanding of cloud and distributed systems principles, including load balancing, networks, scaling, in-memory vs. disk, etc.; and experience with large-scale, big data methods, such as mapreduce, hadoop, spark, hive, impala, or storm ability to work efficiently under unix/linux environment or .net, with experience with source code management systems like git and svn ability to work with team members and clients to assess needs, provide assistance, and resolve problems, using excellent problem-solving skills, verbal/written communication, and the ability to explain technical concepts to business people ability to travel up to 80 kpmg llp (the u.s. member firm of kpmg international) offers a comprehensive compensation and benefits package. kpmg is an equal opportunity employer. all qualified applicants are considered for employment without regard to race, color, creed, religion, age, sex/gender, national origin, ancestry, citizenship status, marital status, sexual orientation, gender identity or expression, disability, physical or mental handicap unrelated to ability, pregnancy, veteran status, unfavorable discharge from military service, genetic information, personal appearance, family responsibility, matriculation or political affiliation, status with regard to public assistance, or other legally protected status. kpmg maintains a drug-free workplace. kpmg will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable local, state or federal law (including san francisco ordinance number 131192). no phone calls or agencies please.","big data architecture, data science, ai, hadoop, spark, redshift, netezza, sap hana, microsoft azure, aws, python, scala, java, mapreduce, hive, impala, storm, unix/linux, net, git, svn","collaboration, creativity, problem-solving, verbal/written communication, client relationship development"
5548,Big Data Engineer, SCADA Engineer,"at graymatter, our goal is to transform operations and empower people. as digital transformations in every industry are underway, we partner with some of the largest companies in the world to help harness their data and use it to work smarter. after all, the industry is buzzing with talk of how to leverage the power of big data, the internet of things (iot) and the industrial internet. we provide innovative, data-driven technology solutions for the industrys most complex problems. our customers lean on us to protect and connect their critical assets with their people so every operator is empowered to be the best operator. and thats where you come in. graymatter is dedicated to create a team that has the best talent our industries have to offer. our organizational cultures express a team-oriented environment, and encourages a successful future with vast learning opportunities. our team understands that our core values are critical to our success and make our company stand above the rest. accountability, integrity, respect, innovation and teamwork make up our dna. everyday, our team is doing amazing things such as: protecting the nations water supply improving us manufacturing operations monitoring the nations power and oil gas production keeping our critical infrastructure safe from cyber attacks can you see yourself doing this every day joining our team means being a part of a culture that lives by its core values. were making a difference every day. were looking for a talented engineer in the houston or dallas area who has experience with cygnet and historian who is ready to help our team make a difference responsibilities: configuring scada hardware and software (cygnet, historian, opc server/driver) modifying plcs and hmi applications in the field performing factory functional testing developing and implementing solutions to resolve customer issues training customers on how to operate products and application implementing standard engineering practices skills: advanced computer skills excellent analytical skills first-rate decision making skills ability to multitask problem solving skills with unstructured information strong ability to research excellent communication skills, both verbal and written requirements: bachelors degree in engineering or comparable minimum of 3-5 years plus related experience in programming or related field willing and able to travel good knowledge of vba knowledge of computer hardware and network components strong understanding of networking essentials and microsoft operating systems a strong knowledge of current computer technology and tcp/ip configurations experience with industrial programming software packages (i.e. cygnet, historian) workplace: benefits include: health, dental, vision, aflac, ltd (100 employer paid), 401k w/ employer matching, immediate vacation, expense reimbursement positive work environment team-oriented salary based on work experience","configuring scada hardware and software, modifying plcs and hmi applications, performing factory functional testing, developing and implementing solutions to resolve customer issues, training customers on how to operate products and applications, implementing standard engineering practices, strong knowledge of vba, knowledge of computer hardware and network components, strong understanding of networking essentials and microsoft operating systems, experience with industrial programming software packages","excellent analytical skills, first-rate decision-making skills, ability to multitask, problem-solving skills with unstructured information, strong ability to research, excellent communication skills, both verbal and written, accountability, integrity, respect, innovation, teamwork"
5637,Big Data Engineer, Data Scientist,"see below responsibilities data scientist northville position summary: as a data scientist, you will be actively contributing to zfs digitalization strategy by challenging, experimenting and adopting bleeding edge artificial intelligence and data science methods and technologies, fostering and transferring knowledge and experience within zf to explore potentials and create value for our business partners. you will run cost-effective data dive-ins on complex high volume data from a variety of sources and develop data solutions in close cooperation with business departments to get the maximum value out of data to uncover new business potentials across our entire value chain. position responsibilities: design, consult and implement data science, data analytics and data visualization use cases team up with other data scientists and data engineers to develop data solutions actively participate as a team member in innovation cases build up data and analytics capabilities and actively drive data science and artificial intelligence within zf (incubator role) establish data science related routines, develop data and analytics standards and guidelines, create, live share a zf data mindset ensure a sustainable incorporation of data science skills and knowledge within zf (e.g. by building up necessary qualifications) engage in ideation workshops to identify relevant use cases within zf, actively advise internal customers and pass on gained know-how at the different zf locations for all data science and big data analytics related questions and requests engage in national/international data, tech research communities and support zf to become an active player and central hub in those network essential skills and experience: bachelors degree in mathematics, physics or computer sciences (or equivalent) with fundamental knowledge of data science and (big data) analytics technologies, processes and procedure models 3+ years of experience in data science, (big data) analytics, statistics, artificial intelligence, application development and other related disciplines within a consultative or corporate environment very good knowledge of advanced analytics, machine learning and other related statistical and/or artificial intelligence methods (e.g. deep learning, nvidia, nlp) profound knowledge of programming languages such as python or r including associated data analytics frameworks/libraries plus preferably additional programming languages basic knowledge of advanced big data tools and technology (e.g. platforms like microsoft azure, nosql, hadoop framework, microsoft power bi, tableau,) and the overall data analytics lifecycle (from ingestion to visualization) thorough knowledge of agile software development and agile methods such as scrum independent, systematic working methods and analytic skills outstanding ability to communicate, personal commitment, organizational skills, flexibility, creativity, teamwork passion for data, always striving to learn new things and at the same time applying your skills and new technology to bring value to our business partners data mindset and thinking always hungry for knowledge and looking for ways to improve and challenge the status quo highly motivated and open personality with interpersonal skills very good knowledge of written and spoken english proficient with oral and written english preferred skills and experience: experience in the automotive industry german and/or spanish language skills proven ability to formulate strategic plans and implement programs on a regional and/or global basis zf north america, inc. provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. zf north america, inc. complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities. this policy applies to all terms and conditions of employment, including, but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. zf north america, inc. expressly prohibits any form of unlawful employee harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. improper interference with the ability of zf north america, inc. employees to perform their expected job duties is absolutely not tolerated.requirements","data science, data analytics, data visualization, artificial intelligence, machine learning, deep learning, natural language processing (nlp), programming (python, r), big data tools and technologies (e.g., microsoft azure, nosql, hadoop), agile software development, scrum, statistical analysis, application development","communication, flexibility, creativity, teamwork, problem-solving, analytical skills, organizational skills, passion for data, continuous learning, interpersonal skills"
5683,Big Data Engineer,Network Engineer,"as the information company, our mission at opentext is to create software solutions and deliver services that redefine the future of digital. be part of a winning team that leads the way in enterprise information management. the opportunity: the network engineer will provide project-oriented network configuration and design, utilizing best practices for enterprise data center infrastructure. working in a collaborative environment, the engineer will suggest and implement solutions relating to all aspects of a highly complex network infrastructure to see all assigned projects through to completion. the ideal candidate will think outside the box to solve complex problems, while working with other teams to deliver the best possible solutions in a timely manner. this position does require after hours/on call support work. you are great at: planning, designing, and implementing solutions to the networking needs of the business. coordinating hardware and software upgrades while working with key stakeholders. providing support of routers, switches, firewalls and load balancers (physical and virtual). planning and recommending design that could improve the existing network environment. implementing networking best practices and standards throughout the infrastructure. creating and updating documentation (to include visio diagrams) relating to all implementations. participating and providing feedback into the day to day network operations. participating in support through the ticketing system using a defined change process. designing and implementing monitoring solutions. providing analysis of network capacity and health. what it takes: minimum 3 years experience working with various network devices minimum 2 years experience in general network engineering minimum 1 year of experience working with f5 big-ip ltm load balancers experience with network devices: routers, switches, firewalls, load balancers excellent analytical, troubleshooting and communications skills. experience with design, build and support of network infrastructure. proficient with tools to collect network statistic utilizing protocols (snmp, netflow, etc) experience working with virtual networks and virtual network devices is highly desired. deep understanding of dns and how it relates to the network. network skills: o f5 big-ip ltm (ssl/tls, dns) o firewall policies: acl, ipsec vpn, remote access vpn o network protocols: tcp/ip, layer2 layer3 switching o routing protocols: eigrp, bgp, dmvpn o trunking protocols: vlan, svi, 802.1q, lacp, vpc","project-oriented network configuration, enterprise data center infrastructure design, hardware and software upgrades coordination, routers, switches, firewalls, and load balancers support, network environment design recommendations, network best practices implementation, documentation creation and updates, visio diagram creation, participating in network operations, support through ticketing system, monitoring solutions design and implementation, network capacity analysis","problem-solving, collaboration, thinking outside the box, communication skills"
