cv_id,candidate_role,cv_text,candidate_skills
77,Hadoop Engineer,technical skill set programming languages apache hadoop python shell scripting sql technologies hive pig sqoop flume oozie impala hdfs tools dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy services june 2015 to august 2015 description this is a learning program conducted by tcs for the newly joined employees to accomplish them to learn the working standard of the organization during this period employee are groomed with various technical as well as ethical aspects education details b e electronics communication indore madhya pradesh medi caps institute of technology management hadoop developer hadoop hive sqoop flume pig mapreduce python impala spark scala sql unix skill details apache hadoop sqoop exprience 31 months hadoop exprience 31 months hadoop exprience 31 months hive exprience 31 months sqoop exprience 31 months python exprience less than 1 year months hdfs exprience less than 1 year months unix exprience less than 1 year months impala exprience less than 1 year months pig exprience less than 1 year months unravel exprience less than 1 year months mapreduce exprience less than 1 year months dataiku exprience less than 1 year monthscompany details company tata consultancy services description project description data warehouse division has multiple products for injecting storing analysing and presenting data the data lake program is started to provide multi talent secure data hub to store application s data on hadoop platform with strong data governance lineage auditing and monitoring capabilities the object of the project is to provide necessary engineering support to analytics and application teams so that they can focus on the business logic development in this project the major task is to set up the hadoop cluster and govern all the activities which are required for the smooth functioning of various hadoop ecosystems as the day and day data increasing so to provide stability to the ecosystem and smooth working of it developing and automating the various requirement specific utilities responsibility 1 developed proactive health check utility for data lake the utility proactively checks the smooth functioning of all hadoop components on the cluster and sends the result to email in html format the utility is being used for daily health checks as well as after upgrades 2 getting the data in different formats and processing the data in hadoop ecosystem after filtering the data using the appropriate techniques 3 developed data pipeline utility to ingest data from rdbms database to hive external tables using sqoop commands the utility also offers the data quality check like row count validation 4 developed and automated various cluster health check usage capacity related reports using unix shell scripting 5 optimization of hive queries in order to increase the performance and minimize the hadoop resource utilizations 6 creating flume agents to process the data to hadoop ecosystem side 7 performed benchmark testing on the hive queries and impala queries 8 involved in setting up the cluster and its components like edge node and ha implementation of the services hive server2 impala and hdfs 9 filtering the required data from available data using different technologies like pig regex serde etc 10 dataiku benchmark testing on top of impala and hive in compare to greenplum database 11 moving the data from greenplum database to hadoop side with help of sqoop pipeline process the data to hadoop side and storing the data into hive tables to do the performance testing 12 dealing with the hadoop ecosystem related issues in order to provide stability to wm hadoop ecosystem 13 rescheduling of job from autosys job hosting to tws job hosting for better performance declaration i hereby declare that the above mentioned information is authentic to the best of my knowledge company tata consultancy services description clients 1 barclays 2 union bank of california ubc 3 morgan stanley ms key projects handled project name absa reconciliations ubc and wmdatalake coe company tata consultancy services description project description migration of data from rdbms database to hive hadoop ecosystem hadoop platform ability with strong data governance lineage auditing and monitoring capabilities the objective of this project was to speed up the data processing so that the analysis and decision making become easy due to rdbms limitations to process waste amount of data at once and produce the results at the earliest client wanted to move the data to hadoop ecosystem so that they can over come from those limitations and focus on business improvement only responsibility 1 optimising the sql queries for those data which were not required to move from rdbms to any other platform 2 writing the hive queries and logic to move the data from rdbms to hadoop ecosystem 3 writing the hive queries to analyse the required data as per the business requirements 4 optimization of hive queries in order to increase the performance and minimize the hadoop resource utilizations 5 writing the sqoop commands and scripts to move the data from rdbms to hadoop side company tata consultancy services description project description create recs and migrating static setup of reconciliations from 8 1 version to 9 1 version of the environment intellimatch responsibility 1 have worked on extracting business requirements analyzing and implementing them in developing recs 2 worked on migrating static setup of reconciliations from 8 1 version to 9 1 version of the environment intellimatch 3 done the back end work where most of the things were related to writing the sql queries and provide the data for the new recs project name pso,"data governance, data lake, data pipeline, data processing, data quality, data warehouse, performance testing, shell scripting, analytics, apache, hadoop, hive, html, pig, programming, python, scala, scripting, shell, spark, sql, testing, unix"
78,Hadoop Engineer,technical skills programming languages c c java net j2ee html5 css mapreduce scripting languages javascript python databases oracle pl sql my sql ibm db2 tools ibm rational rose r weka operating systems windows xp vista unix windows 7 red hat 7education details january 2015 b e pimpri chinchwad maharashtra in pimpri chinchwad college of engineering january 2012 diploma msbte dnyanganaga polytechnic s s c new english school takali hadoop big data developer hadoop big data developer british telecom skill details apache hadoop mapreduce exprience 37 months mapreduce exprience 37 months mapreduce exprience 37 months java exprience 32 months net exprience 6 monthscompany details company british telecom description project british telecom project uk responsibilities working on hdfs mapreduce hive spark scala sqoop kerberos etc technologies implemented various data mining algorithms on spark like k means clustering random forest na ve bayes etc a knowledge of installing configuring maintaining and securing hadoop company dxc technology description hpe legacy bangalore worked on hadoop java programming worked on azure and aws emr services worked on hdinsight hadoop cluster design develop document and architect hadoop applications develop mapreduce coding that works seamlessly on hadoop clusters analyzing and processing the large data sets on hdfs an analytical bent of mind and ability to learn unlearn relearn surely comes in handy,"big data, data mining, algorithms, apache, aws, azure, c, clustering, css, hadoop, hive, html5, java, javascript, oracle, programming, python, r, scala, scripting, spark, sql, unix"
79,Hadoop Engineer,operating systems linux ubuntu windows 2007 08 other tools tableau svn beyond compare education details january 2016 bachelors of engineering engineering gujarat technological university systems engineer hadoop developer systems engineer hadoop developer tata consultancy services skill details hadoop spark sqoop hive flume pig exprience 24 monthscompany details company tata consultancy services description roles and responsibility working for a american pharmaceutical company one of the world s premier biopharmaceutical who develops and produces medicines and vaccines for a wide range of medical disciplines including immunology oncology cardiology endocrinology and neurology to handle large amount of united healthcare data big data analytics is used data from all possible data sources like records of all patients old and new records of medicines treatment pathways patient journey for health outcomes patient finder or rare disease patient finder etc being gathered stored and processed at one place worked on cluster with specs as o cluster architecture fully distributed package used cdh3 o cluster capacity 20 tb o no of nodes 10 data nodes 3 masters nfs backup for nn developed proof of concepts for enterprise adoption of hadoop used sparkapi over cloudera hadoop yarn to perform analytics on the healthcare data in cloudera distribution responsible for cluster maintenance adding and removing cluster nodes cluster monitoring and trouble shooting manage and review data backups and reviewing hadoop log files imported exported large data sets of data into hdfs and vice versa using sqoop involved developing the pig scripts and hive reports worked on hive partition and bucketing concepts and created hive external and internal tables with hive partition monitoring hadoop scripts which take the input from hdfs and load the data into hive developed spark scripts by using scala shell commands as per the requirement and worked with both data frames sql data sets and rdd mapreduce in spark optimizing of existing algorithms in hadoop using sparkcontext spark sql data frames and rdd s collaborated with infrastructure network database application and bi to ensure data quality and availability developed reports using tableau and exported data to hdfs and hive using sqoop used orc parquet file formats for serialization of data and snappy for the compression of the data achievements appreciation for showing articulate leadership qualities in doing work with the team completed the internal certification of tcs certified hadoop developer ongoing learning preparing and scheduled the cloudera certified spark developer cca 175,"big data, data analytics, data quality, algorithms, analytics, hadoop, hive, linux, pig, scala, shell, spark, sql, tableau"
80,Hadoop Engineer,education details hadoop developer hadoop developer infosys skill details company details company infosys description project description the banking information had stored the data in different data ware house systems for each department but it becomes difficult for the organization to manage the data and to perform some analytics on the past data so it is combined them into a single global repository in hadoop for analysis responsibilities analyze the banking rates data set create specification document provide effort estimation develop spark scala spark sql programs using eclipse ide on windows linux environment create kpi s test scenarios test cases test result document test the scala programs in linux spark standalone mode setup multi cluster on aws deploy the spark scala programs provided solution using hadoop ecosystem hdfs mapreduce pig hive hbase and zookeeper provided solution using large scale server side systems with distributed processing algorithms created reports for the bi team using sqoop to export data into hdfs and hive provided solution in supporting and assisting in troubleshooting and optimization of mapreduce jobs and pig latin scripts deep understanding of hadoop design principles cluster connectivity security and the factors that affect system performance worked on importing and exporting data from different databases like oracle teradata into hdfs and hive using sqoop tpt and connect direct import and export the data from rdbms to hdfs hbase wrote script and placed it in client side so that the data moved to hdfs will be stored in temporary file and then it will start loading it in hive tables developed the sqoop scripts in order to make the interaction between pig and mysql database involved in developing the hive reports partitions of hive tables created and maintained technical documentation for launching hadoop clusters and for executing hive queries and pig scripts involved in running hadoop jobs for processing millions of records of text data environment java hadoop hdfs map reduce pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere v8 5 project 1 telecommunications hadoop developer description to identify customers who are likely to churn and 360 degree view of the customer is created from different heterogeneous data sources the data is brought into data lake hdfs from different sources and analyzed using different hadoop tools like pig and hive responsibilities installed and configured apache hadoop tools like hive pig hbase and sqoop for application development and unit testing wrote mapreduce jobs to discover trends in data usage by users involved in database connection using sqoop involved in creating hive tables loading data and writing hive queries using the hiveql involved in partitioning and joining hive tables for hive query optimization experienced in sql db migration to hdfs used nosql hbase for faster performance which maintains the data in the de normalized way for oltp the data is collected from distributed sources into avro models applied transformations and standardizations and loaded into hbase for further data processing experienced in defining job flows used oozie to orchestrate the workflow implemented fair schedulers on the job tracker to share the resources of the cluster for the map reduce jobs given by the users exported the analyzed data to the relational databases using hive for visualization and to generate reports for the bi team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell scripting java jdk 1 6 java 6 oracle 10g pl sql sql plus,"application development, data lake, data processing, relational databases, shell scripting, technical documentation, algorithms, analytics, apache, aws, documentation, github, hadoop, hbase, hive, java, kpi, linux, mysql, oracle, pig, python, scala, scripting, shell, spark, sql, testing, troubleshooting"
81,Hadoop Engineer,technical skill set big data ecosystems hadoop hdfs hbase map reduce sqoop hive pig spark core flume other language scala core java sql plsql sell scripting etl tools informatica power center8 x 9 6 talend 5 6 tools eclipse intellij idea platforms windows family linux unix cloudera databases mysql oracle 10 11geducation details m c a pune maharashtra in pune university hodoop developer hodoop developer prgx india private limited pune skill details company details company prgx india private limited pune description team size 10 environment hive spark sqoop scala and flume project description the bank wanted to help its customers to avail different products of the bank through analyzing their expenditure behavior the customers spending ranges from online shopping medical expenses in hospitals cash transactions and debit card usage etc the behavior allows the bank to create an analytical report and based on which the bank used to display the product offers on the customer portal which was built using java the portal allows the customers to login and see their transactions which they make on a day to day basis the analytics also help the customers plan their budgets through the budget watch and my financial forecast applications embedded into the portal the portal used hadoop framework to analyes the data as per the rules and regulations placed by the regulators from the respective countries the offers and the interest rates also complied with the regulations and all these processing was done using the hadoop framework as big data analytics system role responsibilities import data from legacy system to hadoop using sqoop flume implement the business logic to analyses the data per process data using spark create hive script and loading data into hive sourcing various attributes to the data processing logic to retrieve the correct results project 2 company prgx india private limited pune description company prgx india private limited pune description team size 11 environment hadoop hdfs hive sqoop mysql map reduce project description the purpose of this project is to store terabytes of information from the web application and extract meaningful information out of it the solution was based on the open source s w hadoop the data will be stored in hadoop file system and processed using map reduce jobs which in trun includes getting the raw html data from the micro websites process the html to obtain product and user information extract various reports out of the vistor tracking information and export the information for further processing role responsibilities move all crawl data flat files generated from various micro sites to hdfs for further processing sqoop implementation for interaction with database write map reduce scripts to process the data file create hive tables to store the processed data in tabular formats reports creation from hive data project 3 company prgx india private limited pune description team size 15 environment informatica 9 5 oracle11g unix project description pfizer inc is an american global pharmaceutical corporation headquartered in new york city the main objective of the project is to build a development data repository for pfizer inc because all the downstream application are like etrack tsp database rts sadms gfs gdo having their own sql request on the oltp system directly due to which the performance of oltp system goes slows down for this we have created a development data repository to replace the entire sql request directly on the oltp system ddr process extracts all clinical pre clinical study product subject sites related information from the upstream applications like epecs cdss rcm prc e clinical edh and after applying some business logic put it into ddr core tables from these snapshot and dimensional layer are created which are used for reporting application role responsibilities to understand analyze the requirement documents and resolve the queries to design informatica mappings by using various basic transformations like filter router source qualifier lookup etc and advance transformations like aggregators joiner sorters and so on perform cross unit and integration testing for mappings developed within the team reporting bugs and bug fixing create workflow batches and set the session dependencies implemented change data capture using mapping parameters scd and sk generation developed mapplet reusable transformations to populate the data into data warehouse created sessions worklets using workflow manager to load the data into the target database involved in unit case testing utc performing unit testing and uat for scd type1 type2 fact load and cdc implementation personal scan address jijayi heights flat no 118 narhe police chowki pune 411041,"big data, data analytics, data processing, data warehouse, analytics, c, etl, hadoop, hbase, hive, html, informatica, java, linux, mysql, oracle, pig, reporting, scala, scripting, spark, sql, talend, testing, unix"
82,Hadoop Engineer,areas of expertise big data ecosystems hadoop hdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue and having knowledge on cassandra programming languages python core java and have an idea on scala databases oracle 10g mysql sqlserver nosql hbase cassandra tools eclipse toad ftp tectia putty autosys anaconda jupyter notebool and devops rtc rlm scripting languages jsp platforms windows unixeducation details m tech it dbs b tech cse srm university software engineer software engineer larsen and toubro skill details company details company larsen and toubro description worked as a software engineer in technosoft corporation chennai from aug 2015 to sep 2016 company current project description duration september 2016 to till date vendor citi bank description citibank s citi anti money laundering aml transaction monitoring tm program is a future state solution and a rules based system for transaction monitoring of icg markets business roles and responesbilities building and providing domain knowledge for anti money laundering among team members the layered architecture has data warehouse and workspace layers which are used by business analysts actively involved in designing of star schema model involving various dimensions and fact tables designed scd2 for maintaining history of the dim data developing hive queries for mapping data between different layers of architecture and it s usage in oozie workflows integration with data quality and reconciliation module regression and integration testing of solution for any issues in integration with other modules and effectively testing the data flow from layer to layer transaction monitoring system development to generate alerts for the suspicious and fraudulent transactions based on requirements provide by bas developing spark jobs for various business rules learning machine learning which will be used further in the project for developing an effective model for fraud detection for anti money laundering system scheduling jobs using autosys tool deployment and code management using rtc and rlm release lifecycle management hadoop developer current project prts ran environment hadoop 2 x hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton works hdp2 3 company alcatel lucent description 1x and ruckus wireless description the scope of this project is to maintain and store the operational and parameters data collected from the multiple vendors networks by the mediation team into the oms data store and make it available for rf engineers to boost the network performance responsibilities working with hadoop distributed file system involved in importing data from mysql to hdfs using sqoop involved in creating hive tables loading with data and writing hive queries which will run on top of tez execution engine involved in preparing test cases document involved in integrating hive and hbase to store the operational data monitoring the jobs through oozie company current project description anti money laundering environment hadoop 2 x hdfs yarn hive oozie spark unix autosys python rtc rlm etl framwe work cluster size 56 node cluster distribution cloudera 5 9 14,"big data, data quality, data warehouse, machine learning, cassandra, devops, etl, hadoop, hbase, hive, java, mysql, oracle, pig, programming, pyspark, python, regression, scala, scripting, spark, tableau, testing, unix"
83,Hadoop Engineer,skill set hadoop map reduce hdfs hive sqoop java duration 2016 to 2017 role hadoop developer rplus offers an quick simple and powerful cloud based solution demand sense to accurately predict demand for your product in all your markets which combines enterprise and external data to predict demand more accurately through uses social conversation and sentiments to derive demand and identifies significant drivers of sale out of hordes of factors that selects the best suited model out of multiple forecasting models for each product responsibilities involved in deploying the product for customers gathering requirements and algorithm optimization at backend of the product load and transform large datasets of structured semi structured responsible to manage data coming from different sources and application supported map reduce programs those are running on the cluster involved in creating hive tables loading with data and writing hive queries which will run internally in map reduce way education details hadoop developer hadoop developer braindatawire skill details apache hadoop hdfs exprience 49 months apache hadoop sqoop exprience 49 months hadoop exprience 49 months hadoop exprience 49 months hadoop distributed file system exprience 49 monthscompany details company braindatawire description technical skills programming core java map reduce scala hadoop tools hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating systems linux centos windows source control git github,"shell scripting, apache, forecasting, git, github, hadoop, hbase, hive, java, linux, mysql, oracle, programming, scala, scripting, shell, spark"
84,IT Specialist,information technology instructor summary seventeen years experience in the information technology field seven years experience in curriculum design and computer based training development group and project management experience for over twelve years advanced problem solving skills and expertise advanced customer service training and experience curriculum data analysis other curriculum design advanced data analysis student counseling learning analysis market analysis customer service training advanced planning training success evaluation team building articulation and development quantitative project analysis project management implementation qualitative project analysis advanced conflict resolution evaluation advanced user experience market driven planning expertise computer based training design data analysis highlights media design productivity other photoshop microsoft network management premier word novell console 1 illustrator excel microsoft networking indesign powerpoint cable wiring standards flash project machine hardware dreamweaver outlook windows os installation fireworks ilife repair soundbooth pages mac os installation repair quarkxpress numbers virtualization camtasia keynote parallells html coding imovie vmware desktop fusion php database connection iphoto course management software experience information technology instructor jan 2012 to current company name city state manage student learning needs create curriculum for it program manage two part time instructors teach three classes of twenty two students each class per day manage open entry open exit curriculum for all training in the program verify training outcome reports to maintain coe standards data metric analysis of student progress throughout the course answer questions of potential students and parents review and update training standards as needed new curriculum development according to market requirements customer service training tailored towards it students partner with fellow instructors to provide cross training and student interaction work with student services to assure student success counsel students on learning methods and methods for improvement help desk manager campus d jan 2010 to jan 2012 company name city state manage incoming troubleshooting calls from four state agencies assisted help desk staff members in resolving customer requests with first call resolution create and specify computer standards for the utah dept of health trained fourteen help desk staff members on help desk phone client installation and usage software management for dept of health manage new user creation procedure for state departments of health natural resources created new user training documentation for thirty help desk staff members in the state of utah provide remote control support for customers throughout the state customer friendliness reported on several occasions to management staff commended for ability to teach customer how to utilize their technology more effectively media designer jan 2009 to jan 2010 company name city state prepare training curriculum for preparedness trainings designed eighteen computer based training courses for the department of health s management staff training over one hundred managers providing significant cost savings coordinated information technology needs for fifty preparedness staff members designed cover art and the multimedia presentations to give trainees after sessions prepared over one thousand take home packets for various trainings served as technical lead staff member for the utah department of health s training and education center technical support specialist jan 2002 to jan 2009 company name city state provided advanced level technical support for department staff in computer repair and service inventory control for department of health hardware created technology standards for division of health systems improvement served on advisory committee for mobile device policy creation updated department travel system from paper to online education masters of education learning technology 2012 doctorate of education higher education ed d concordia university m ed western governor s university learning technology bachelor of science information technology management information technology management b s 2010 western governor s university associate of applied science multimedia technologies multimedia technologies a a s 2003 utah valley university skills photoshop premier art cable hardware computer repair curriculum development client customer service training database department of health documentation dreamweaver fireworks flash help desk html coding illustrator indesign information technology inventory control mac os market excel microsoft networking outlook powerpoint windows os word multimedia presentations natural network management novell php progress quarkxpress staff training technical support user training phone troubleshooting wiring,"data analysis, project management, documentation, excel, html, networking, php, powerpoint, troubleshooting, vmware, word"
85,IT Specialist,information technology specialist gs11 experience 07 2004 to current information technology specialist gs11 company name city state information technology specialist supervison project management circuit management licensed electrician alarm management alarm technician training supply quality assurance kevin l trostle dsn 266 4800 comm 865 336 4800 manage the assigned it communications environment with privileged access at the network level for the wing geographically separated units gsu and tenants plan coordinate install and continuously analyze system design hardware and software develop recommend and install solutions and upgrades to ensure availability integrity efficiency and reliability of all components of the assigned system ensure all performed work is captured in the remedy ticketing system manage telecommunications and nipr networks for the wing gsu s and tenant units continually plan install and analyze new hardware software and processes to ensure networks are reliable and efficient serve as a focal point for ensuring functionality and operability of the assigned it data systems functions voice and wireless systems to support mission requirements optimize analyze manage and direct installation of any new hardware or software introduced into the environment to ensure its compatibility with existing architecture its reliability and functionality in relation to the organization s business requirements oversee and initiate corrective or preventative measures to rectify immediate problems and prevent future occurrences through the cfp troubleshoot and diagnose system failures to isolate source of problems provide customer technical assistance support for all users provide management with information necessary to address difficult complex problems review purchase requests sow s ensuring documentation is sufficient to justify enhancements to keep systems current work with the cfp customers to resolve integration or configuration related issues ensure upgrades to the base it infrastructure are identified assist customers in developing submitting recommendations for equipment and funds assist personnel in planning developing new or additional infrastructure architecture capabilities coordinate efforts between system customers support personnel commercial vendors to identify resolve system anomalies conduct feasibility studies to identify and analyze system failures and analyzes data to determine if trends exist which forecast the need for future replacement or modification of system hardware and software as budget constraints dictate evaluates alternative means of satisfying user requirements and provides management with the most technically feasible and cost efficient approaches to meet changing needs keep abreast of changes in technology to assist management in preparing for future enhancements 02 2001 to current cyber transport client systems workcenter supervisor company name city state kevin l trostle dsn 266 4800 comm 865 336 4800 manage cyber transport client systems work center personnel set and adjust work priorities evaluate and counsel subordinates document training of personnel using computer based training system tba sustain and operate systems through effective troubleshooting repair pmi s system performance testing analysis systems include network infrastructure equipment cabling voice systems video systems small computers and printers maintain close working relationship with communications focal point production requirements remedy tickets 07 1996 to 07 2000 f 16 ejection system technician company name city state ronald buckman comm 803 895 1190 troubleshot removed tested inspected repaired modified and installed explosive and non explosive components and assemblies on ejection systems performed preventative maintenance on over ninety different electronically fired explosive devices ensuring proper wiring and termination foreign object damage monitor briefed wing commander monthly on findings ran entire supply system ensuring all parts and supplies were readily available hazardous materials monitor explosive inspector ensured proper grounding points were present in shop to prevent electrostatic discharge to explosive components section workgroup manager in charge of maintaining computers and ensured needed software was installed shop computer security monitor trained and supervised personnel quality assurance assessor education and training jun 1996 hs diploma general studies brockport high school city state general studies may 2003 bs degree electrical engineering university of tn city state electrical engineering november 1996 usaf electronic principles june 2002 to august 2002 usaf telephone systems apprentice course september 2002 to december 2002 usaf aircrew egress systems apprentice course numerous certificates for web based training on lan fundamentals routers topologies cisco networking etc interests while stationed in south carolina performed three years of volunteer electrical work for habitat for humanity while doing this work i learned the fundamentals of wiring a house for electric cable and telephone skills budget cabling cisco hardware client documentation electrician feasibility studies funds information technology inspector lan materials access network networking networks personnel telephone systems printers processes project management quality assurance routers system design technical assistance technician telecommunications troubleshoot troubleshooting upgrades video wiring additional information awards superior performer 2nd quarter 2003 usaf achievement medal june 2000 humanitarian service medal january 1998 20 crs maintenance professional of the year 1998 airman of the quarter may 1997 airman of the month march 1997 airman of the month february 1997 other information while stationed in south carolina performed three years of volunteer electrical work for habitat for humanity while doing this work i learned the fundamentals of wiring a house for electric cable and telephone,"performance testing, project management, quality assurance, cisco, documentation, networking, testing, troubleshooting"
86,IT Specialist,administrator of information technology summary advanced desktop support lead manager with 14 plus years of experience in the information technology field providing tier ii iii technical support i have demonstrated highly advanced troubleshooting techniques in resolving end user issues with swift efficiency and going above and beyond sla 15 plus years of experience working with united senate end users across multiple technological platforms experience company name administrator of information technology city january 17th 2007 present research implement and support new technologies in support of developing public policy implement and support of 175 person infrastructure upgrades train technical and general staff in support processes and troubleshooting techniques establishes system specifications by conferring with users analyzing workflow access information and security requirements designing system infrastructure establishes system by planning and executing the selection installation configuration and testing of pc and server hardware software lan and wan networks and operating and system management systems defining system and operational policies and procedures maintains system performance by performing system monitoring and analysis and performance tuning troubleshooting system hardware software networks and operating and system management systems designing and running system load stress testing escalating application problems to vendor secures system by developing system access monitoring control and evaluation establishing and testing disaster recovery policies and procedures completing back ups maintaining documentation prepares users by designing and conducting training programs providing references and support upgrades system by conferring with vendors and services developing testing evaluating and installing enhancements and new software meets financial requirements by submitting information for budgets monitoring expenses for the entire leadership conference protects organization s value by keeping information confidential company name united states senate network support engineer city august 17th 20004 2006 integrated selected and developed procedures to support 3rd party provided support for software printing and network access issues to entire senate community provided senior level support to internal help desk operations worked on integrating with 3rd party software responsible for installation configuration and support of capitol correspond sql database trouble shooting with hp printer issues worked on connecting and configuring pc s and nt servers to the network assure that h w and software are working smoothly within the environment provide desktop support in a cross platform environment support the ongoing development and maintenance of local area network support effective security systems back up systems and updates perform special projects as needed identify research and recommend solutions on technical issues as needed company name united states senate software specialist city august 15th 2000 2004 provides client site level 2 support of capitol correspond database management software running on ms sql database responsible for installation configuration and support of capitol correspond sql database provided client training for the use of capitol correspond database trouble shooting with ms sql and troubleshooting printer issues provided client training for the use of capitol correspond database worked on connecting and configuring pcs and nt servers to the network provide desktop support in a cross platform environment support the ongoing development and maintenance of local area network support effective security systems back up systems and updates perform special projects as needed identify research and recommend solutions on technical issues as needed education american military university 2014 master of arts national security studies cyber security national security studies cyber security air force air command and staff college 2013 state graduate certificate aerospace cyberspace and joint professional education marymount university 2007 master science computer information systems management city state science computer information systems management marymount university 1999 bachelor of science computer information systems city state computer information systems mcafee cyber institute certified cyber intelligence professional ccip 2016 professional affiliations member of the delta epsilon sigma honor society member of intelligence and national security alliance member of the senate information security it group member of council for emerging national security affairs member of partnership for secure america publications congressional scholar certificate security policy comptia a network security 2016 languages arabic fluent skills arabic back up budgets hardware client database database management designing disaster recovery documentation financial help desk hp local area network lan leadership access 2000 network networks nt servers pc s policies printer processes research sql ms sql desktop support training programs trouble shooting troubleshooting upgrades wan workflow,"database management, disaster recovery, network security, performance tuning, system monitoring, documentation, sql, swift, testing, troubleshooting"
87,IT Specialist,manager information technology and building automation systems summary manager information technology and building automation systems versatile building automation system engineer and it professional with vast knowledge of enterprise project lifecycle methodology and experience to deliver insightful network infrastructure and building automation solutions network engineering expert with strong background in project management and product support proven communication skills for quality development of standard documentation as well as genuine leadership and assistance for associates and clients highlights enterprise platforms current pmp certification project tracking hardware and software upgrade planning certified information security manager user experience ux design self motivated vast technical knowledge server management mac and pc expert computer programming highly motivated resourceful control system design proficient multi tasker accomplishments awarded the navy and marine corps achievement medal in 2010 2011 2012 and 2013 awarded sailor of the year designation for the pacific naval fleet in 2013 successfully managed the network infrastructure and server environment for 150 users and 300 pc and network systems responsible for the training and development of 8 technicians and project coordinators within my team experience manager information technology and building automation systems october 2014 to current company name city state led a cross functional team of engineers qas and ux designers to develop features and fix product defects delivered detailed feature roadmaps that included action items and project targets leveraged in depth understanding of end to end customer experience to identify pain points and latent customer needs managed the 8 person local it team allocating resources to ongoing projects and enforcing deadlines conducted computer diagnostics to investigate and resolve problems and provide technical assistance and support worked on large enterprise and business critical applications analyzed and created new configuration for packaged software to meet business and system requirements configured maintained and provided trending and performance analysis of enterprise class storage systems performed second level support for all workstation and server class systems served as the technical lead for server infrastructure including development qa staging and production systems serviced electrical pneumatic mechanical and microprocessor controls analyzed modified and repaired digital control systems set up tested and configured networks desktops laptops and printers created employee training materials and procedures to teach in house workers proper software and hardware protocols diagnosed installed configured and repaired computer systems and software information systems technician july 2008 to july 2014 company name city state utilized it expertise to support communications efforts in operation iraqi freedom and operation new dawn focusing on network security microsoft based programs and the installation and maintenance of affiliated hardware demonstrated technical expertise to install upgrade and troubleshoot networks and related articles such as video teleconferencing systems routers servers computers switches and sound systems entrusted with confidential information to successfully develop and review specifications standards protocol and inventory data as well as keeping numerous systems encrypted maintained and monitored the server room the wireless network and other server infrastructure set up staff workstations with pcs macs phones and laptops translated technical specifications into detailed product requirements maintained audiovisual equipment including overhead projectors laptops and video conferencing equipment education master of science computer information science 2015 university of houston city state usa top 15 of class emphasis in cyber security and information awareness coursework in operating systems and system programming coursework in computer networking and information technology bachelor of science management of information systems 2011 university of maryland university college city state usa coursework in computer networking and information technology 4 0 gpa skills system administration windows server 2003 windows server 2008 vmware active directory microsoft exchange 2013 large computer networks linux mac os microsoft dynamics access control security certifications certified naval information systems technician first class petty officer e6 information systems security professional cissp microsoft certified systems administrator mcsa pmi project management professional pmp isa certified automation professional cisco certified network associate ccna certified network professional ccnp certified security professional ccsp video teleconference certified expert comptia security network a,"access control, active directory, network security, project management, windows server, cisco, documentation, linux, networking, programming, vmware"
